0.000000000000000000e+00;4.900000000000000000e+01;1.260000000000000000e+02;2.020000000000000000e+02;2.790000000000000000e+02;3.700000000000000000e+02;5.030000000000000000e+02;1.000000000000000000e+03
-1.800000000000000000e+01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
-1.600000000000000000e+01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
-1.400000000000000000e+01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
-1.200000000000000000e+01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
-1.000000000000000000e+01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
-8.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
-6.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
-4.000000000000000000e+00;2.499999435950127400e-06;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
-2.000000000000000000e+00;1.076249507176586101e-02;3.395000231911928044e-03;1.312500034807501798e-03;5.425003279911880423e-04;2.075010196741207760e-04;9.750407510091548371e-05;0.000000000000000000e+00
0.000000000000000000e+00;3.652497975923406359e-02;1.740000181362822210e-02;9.424998949950975924e-03;5.220002393758207959e-03;2.862602067021215082e-03;1.281200346692282438e-03;1.289060630097861387e-04
2.000000000000000000e+00;8.815497111047540524e-02;4.882000481088098753e-02;2.880999916404118968e-02;1.814000882352011582e-02;1.077570395254197344e-02;5.438537799118945727e-03;8.007402587959861406e-04
4.000000000000000000e+00;3.210199985714679016e-01;1.583000077389269122e-01;8.706250870889777060e-02;5.297026146128210045e-02;3.161328534983391669e-02;1.687889283914795202e-02;2.701835345004570139e-03
6.000000000000000000e+00;6.078050138670327840e-01;3.577125031081844764e-01;2.231300093174079513e-01;1.434484404856416484e-01;8.977514216115330126e-02;4.966541512430620170e-02;8.296683322167748217e-03
8.000000000000000000e+00;7.536800109547159288e-01;5.306524891096093821e-01;3.738375063141708421e-01;2.647457874620647300e-01;1.810866078719050032e-01;1.071508256787526148e-01;2.115511250406880428e-02
1.000000000000000000e+01;8.250775238460090755e-01;6.253549751576595872e-01;4.729975119438942222e-01;3.600729495242578904e-01;2.655175427712603842e-01;1.727985823715995073e-01;4.133969934878634067e-02
1.200000000000000000e+01;8.515625288704622431e-01;6.761624666213885693e-01;5.375349996554283916e-01;4.254784440115710331e-01;3.264635722641936466e-01;2.293102842307089273e-01;6.504534620812471579e-02
1.400000000000000000e+01;8.717950243056066251e-01;7.071199635598013344e-01;5.801324877851138373e-01;4.743213095382737277e-01;3.719107565947478711e-01;2.704101809663690958e-01;8.904451486261658055e-02
1.600000000000000000e+01;8.899975201987595508e-01;7.312174606254848719e-01;6.100149875775977559e-01;5.120614943989638679e-01;4.082775343035665028e-01;3.016618291027515775e-01;1.119698373214838699e-01
1.800000000000000000e+01;9.061900215454073981e-01;7.528899633826606763e-01;6.341599852179231611e-01;5.398866560927663150e-01;4.390629395851414762e-01;3.291606103912165793e-01;1.317958488260422278e-01
2.000000000000000000e+01;9.205750212998637938e-01;7.720599738214694030e-01;6.554024827812742204e-01;5.630019348071934049e-01;4.657915739314681947e-01;3.538230501371693038e-01;1.469953932716924205e-01
2.200000000000000000e+01;9.330550182841268470e-01;7.893649810230124464e-01;6.751524823050442103e-01;5.847022619269728327e-01;4.885528257818075315e-01;3.766441139243605907e-01;1.601208926419810941e-01
2.400000000000000000e+01;9.442775165521067882e-01;8.053349816547159534e-01;6.934899842913547774e-01;6.050851134930700370e-01;5.099842710973871984e-01;3.983261821081874321e-01;1.736732528155759958e-01
2.600000000000000000e+01;9.538050164025122513e-01;8.194949804561509898e-01;7.101574832333769072e-01;6.236028932753521214e-01;5.297231790957233066e-01;4.179301544397436841e-01;1.870942587519207057e-01
2.800000000000000000e+01;9.616725147274473029e-01;8.325774813205067959e-01;7.259999826535199485e-01;6.404830383694019025e-01;5.481109489544747637e-01;4.369375228367396446e-01;2.000890506687630355e-01
3.000000000000000000e+01;9.682700118389200306e-01;8.453324844431983065e-01;7.413074854594748908e-01;6.561957279728168890e-01;5.652405086302958459e-01;4.559664161333507049e-01;2.137797508449093553e-01
3.200000000000000000e+01;9.737000098138038906e-01;8.571349876447127425e-01;7.554899887355949195e-01;6.708534151328564565e-01;5.807337870653196399e-01;4.731848771644660001e-01;2.272613937883161683e-01
3.400000000000000000e+01;9.780425078340494460e-01;8.676674879846574262e-01;7.686924910857252380e-01;6.851561501437238855e-01;5.954943258996111544e-01;4.884750063025696254e-01;2.393058388000926795e-01
3.600000000000000000e+01;9.814850062573529099e-01;8.773449892158291519e-01;7.807424929052912965e-01;6.986639312205039642e-01;6.093010647468647401e-01;5.025710651355078662e-01;2.509146750700333994e-01
