0.000000000000000000e+00;4.900000000000000000e+01;1.260000000000000000e+02;2.020000000000000000e+02;2.790000000000000000e+02;3.700000000000000000e+02;5.030000000000000000e+02;1.000000000000000000e+03
-2.500000000000000000e+01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
-1.500000000000000000e+01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
-5.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
5.000000000000000000e+00;8.106015077672036606e-02;5.311644759756812412e-02;3.952723615439538568e-02;3.127013143881484519e-02;2.489776896782365176e-02;1.890863789035384865e-02;9.005570702025112589e-03
1.500000000000000000e+01;1.608800687549684708e-02;2.631226583532124755e-02;2.553032338129986728e-02;2.335796421438130627e-02;2.083467186332450122e-02;1.778124563884087017e-02;1.107202533921318455e-02
2.500000000000000000e+01;2.603250143617261841e-03;1.310952517998225514e-02;1.686884811055038014e-02;1.761544510698692667e-02;1.714502989723437620e-02;1.574116508953365967e-02;1.097334490863227825e-02
3.500000000000000000e+01;2.369897110227980972e-04;5.305408837772708150e-03;9.911231389242622022e-03;1.231375610853731838e-02;1.342702655328734292e-02;1.353513451391490097e-02;1.078494777395501078e-02
4.500000000000000000e+01;1.132366831227601324e-05;1.668898055892258309e-03;4.983166684603954066e-03;7.701153315906571380e-03;9.683751167531971793e-03;1.097271700078905447e-02;1.031694979702448174e-02
5.500000000000000000e+01;2.754475715205376637e-07;4.021579098509223517e-04;2.118910406203965320e-03;4.263892772019685189e-03;6.369185647737636395e-03;8.310912411722310919e-03;9.536125411811540928e-03
6.500000000000000000e+01;3.356883876039927834e-09;7.381610052582406024e-05;7.588690108727036854e-04;2.082708451556843955e-03;3.808403649659136952e-03;5.864358155459209812e-03;8.495697923494490919e-03
7.500000000000000000e+01;2.031423809472178252e-11;1.029668607340330353e-05;2.285971794937640431e-04;8.965409049958660394e-04;2.068460381067018482e-03;3.852183167021129041e-03;7.290287026741333436e-03
