0.000000000000000000e+00;4.900000000000000000e+01;1.260000000000000000e+02;2.020000000000000000e+02;2.790000000000000000e+02;3.700000000000000000e+02;5.030000000000000000e+02;1.000000000000000000e+03
-2.500000000000000000e+01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
-1.500000000000000000e+01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
-5.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
5.000000000000000000e+00;7.853789999999999383e-02;5.451670000000000127e-02;4.184219999999998912e-02;3.369660000000000016e-02;2.737619999999998596e-02;2.125230000000000175e-02;1.103850000000000317e-02
1.500000000000000000e+01;1.495650000000000278e-02;2.253669999999999979e-02;2.302339999999999942e-02;2.196849999999999845e-02;2.018959999999999158e-02;1.781070000000000222e-02;1.172080000000000170e-02
2.500000000000000000e+01;4.569000000000000145e-03;1.152570000000000330e-02;1.422059999999999644e-02;1.512250000000000226e-02;1.513139999999999104e-02;1.449999999999999900e-02;1.101190000000000328e-02
3.500000000000000000e+01;1.399700000000000033e-03;5.984800000000001056e-03;8.862899999999998210e-03;1.043610000000000024e-02;1.139559999999999705e-02;1.168479999999999866e-02;1.016850000000000219e-02
4.500000000000000000e+01;4.022000000000000726e-04;2.962200000000000336e-03;5.367299999999998461e-03;7.094700000000000659e-03;8.393199999999996497e-03;9.338600000000000720e-03;9.275200000000002540e-03
5.500000000000000000e+01;1.053000000000000252e-04;1.413799999999999996e-03;3.129599999999999743e-03;4.664200000000000290e-03;6.033899999999996558e-03;7.268199999999999834e-03;8.304500000000002852e-03
6.500000000000000000e+01;2.370000000000000348e-05;6.293000000000001717e-04;1.737099999999999669e-03;2.940699999999999651e-03;4.181599999999997125e-03;5.505399999999998836e-03;7.288600000000001848e-03
7.500000000000000000e+01;4.800000000000000630e-06;2.627000000000000971e-04;9.327999999999996884e-04;1.782500000000000013e-03;2.762599999999998737e-03;4.025599999999999838e-03;6.261700000000000252e-03
